sID,sentence,sentence_ru,top_label,label,label_id,class_name
5188,maybe its just me my parents have been annoying me so much lately..they dont give me enough space.,"может быть, это только я, мои родители в последнее время меня так раздражают... они не дают мне достаточно места.",Family Issues,2,1,family
6255,"Sure, she's got problems, but bitching about it to everyone and their mom isn't going to help me in the long run. I won't have friends much longer.","Конечно, у нее есть проблемы, но жаловаться на это всем и их маме в долгосрочной перспективе мне не поможет. У меня больше не будет друзей.",Social Relationships,4,3,friends
2280,packing for my trips,собираю вещи для поездок,Everyday Decision Making,6,5,unknown
1801,my car's started died this week and it cost me a lot of money to fix it.,"на этой неделе моя машина заглохла, и ее починка стоила мне много денег.",Financial Problem,5,4,finance
3501,I'm sick and I'm tired and I've been trying so hard to keep it all together.,"Я болен и устал, и я так старался держать все это в себе.",Emotional Turmoil,6,5,unknown
3581,He's been sick for a long time and in the hospital for the last several months.,Он давно болен и последние несколько месяцев находится в больнице.,Social Relationships,4,3,friends
3716,I feel like this corona virus situation is going to last forever.,"Я чувствую, что эта ситуация с вирусом короны будет длиться вечно.",Emotional Turmoil,6,5,unknown
5740,The way things are you are under considerable stress and you feel that there is little hope of matters righting themselves.,"При таком положении вещей вы находитесь в состоянии сильного стресса и чувствуете, что надежды на то, что все разрешится само собой, мало.",Emotional Turmoil,6,5,unknown
6223,"It is sooo hard right now, cuz i know my parents are really goin through a hard time.","Сейчас ооочень тяжело, потому что я знаю, что у моих родителей действительно тяжелые времена.",Family Issues,2,1,family
3269,"I'm physically exhausted, and feeling this way is taking a toll on my mental wellbeing.","Я физически истощен, и это негативно сказывается на моем психическом состоянии.","Health, Fatigue, or Physical Pain",3,2,health
5847,All you people who have problems I can't solve everything!!!,"Все вы, люди, у которых есть проблемы, я не могу все решить!!!",Social Relationships,4,3,friends
4452,Im nervous about starting work Wednsday.,Я нервничаю по поводу начала работы в среду.,Work,1,0,work
6828,My sister is bitching about something to my mom.,Моя сестра о чем-то жалуется моей маме.,Family Issues,2,1,family
6788,"Kisha had a rough weekend, seeing as how her grandpa passed away.","У Киши были тяжелые выходные, учитывая, как скончался ее дедушка.",Family Issues,2,1,family
4745,I've been having such a hard time concentrating at work since Lauren died and now I've got more on my mind.,"Мне было так трудно сосредоточиться на работе с тех пор, как умерла Лорен, и теперь у меня больше забот.",Work,1,0,work
3525,I've been trying to reach Jessica for a week and its just not working out!,"Я уже неделю пытаюсь связаться с Джессикой, но ничего не получается!",Social Relationships,4,3,friends
4248,"My work has been treating me awful lately, and it seems like when I'm there- I'm simply wasting my time.","В последнее время на работе ко мне относятся ужасно, и кажется, что когда я там, я просто теряю время.",Work,1,0,work
5577,"See, I feel pretty bad for my dad being kicked out of his house with all of his things still being here.","Видите ли, мне очень жаль, что моего отца выгнали из дома, а все его вещи остались здесь.",Family Issues,2,1,family
6187,"All I ever wanted to do was help, so when I constantly had to be pushed aside because she was always under so much stress, it kinda stressed ME out.","Все, что я когда-либо хотел, это помочь, поэтому, когда меня постоянно приходилось отталкивать, потому что она всегда была в таком сильном стрессе, это как бы напрягало МЕНЯ.",Social Relationships,4,3,friends
1175,i will change jobs soon and i am nervous about that,я скоро сменю работу и нервничаю по этому поводу,Work,1,0,work
4751,I feel like I exhaust myself every day with the immensely difficult effort I make not to cry.,"Я чувствую, что каждый день утомляюсь, прилагая огромные усилия, чтобы не заплакать.",Emotional Turmoil,6,5,unknown
1194,I would say this whole corona virus situation has me stresssed,"Я бы сказал, что вся эта ситуация с вирусом короны меня напрягает.",Other,6,5,unknown
6602,"other stuff thats going on right now, my sister is having bad relationship troubles, and im gutted for her.","Другие вещи, которые происходят сейчас, у моей сестры плохие отношения в отношениях, и я очень переживаю за нее.",Family Issues,2,1,family
672,i am worried about graduating from college,я волнуюсь по поводу окончания колледжа,School,1,0,work
782,I got furloughed and now am worrying about how to take care of my kid.,"Меня уволили, и теперь я беспокоюсь о том, как позаботиться о своем ребенке.",Work,1,0,work
5090,"So in other news, I'm totally drowning in school work.","Итак, другие новости: я полностью утопаю в школьной работе.",School,1,0,work
6088,Ulta isn't making enough money so they are cutting back on hours majorly.,"Ulta не зарабатывает достаточно денег, поэтому они значительно сокращают часы.",Work,1,0,work
6326,My grandma however is currently panicing because she can't seem to contact any of her family down there.,"Однако моя бабушка сейчас в панике, потому что не может связаться ни с кем из своей семьи.",Family Issues,2,1,family
963,i have been very stressed out by all the bad drivers near my house.,меня очень раздражали все плохие водители возле моего дома.,Other,6,5,unknown
6387,I've been getting stressed out and fustrated lately.,В последнее время я испытываю стресс и разочарование.,Emotional Turmoil,6,5,unknown
6491,"This'll be my third semester straight of classes, and I'm starting to get erratic and stressed about school like I used to be.","Это будет мой третий семестр занятий подряд, и я начинаю нервничать и нервничать по поводу школы, как раньше.",School,1,0,work
824,i have a friend coming over and i'm stressed about a big expense,"ко мне приезжает друг, и я переживаю из-за больших расходов",Financial Problem,5,4,finance
4604,My parents were driving me insane about their friggin hardwood floor in the living room.,Мои родители сводили меня с ума из-за их чертового деревянного пола в гостиной.,Family Issues,2,1,family
6159,It's been hard raising you without your mother.,Тяжело было тебя воспитывать без матери.,Family Issues,2,1,family
3877," Ive thought about it a lot, and I just can't afford it this time around.","Я много об этом думал, но на этот раз я просто не могу себе этого позволить.",Financial Problem,5,4,finance
5776,"sure, we've been under a lot of stress.","Конечно, мы были в состоянии сильного стресса.",Other,6,5,unknown
1259,i'm just feeling very overwhelmed with my workload and stupid people.,Я просто чувствую себя очень перегруженным своей работой и глупыми людьми.,Work,1,0,work
4393,it really sucks when someone you've really been wanting to talk to is busy and doesn't have time especially when you need them most,"очень неприятно, когда человек, с которым ты очень хотел поговорить, занят и у него нет времени, особенно когда он тебе нужен больше всего",Emotional Turmoil,6,5,unknown
5361,Andy and his girlfriend had just broken up.,Энди и его девушка только что расстались.,Social Relationships,4,3,friends
3864,"ive been really stressed out lately, im not really sure which way my life is going.","В последнее время у меня сильный стресс, и я не совсем уверен, в каком направлении складывается моя жизнь.",Emotional Turmoil,6,5,unknown
3111,working long hours with hardly any sleep,работать долгие часы почти без сна,Work,1,0,work
4935,School is soon and i need to make fucking sure i have everything straigh so i can start.,"Скоро школа, и мне нужно убедиться, что у меня все в порядке, чтобы я мог начать.",School,1,0,work
1144,i think my boss might quit  which will leave my company screwed,"Я думаю, что мой босс может уволиться, и это поставит мою компанию в тупик",Work,1,0,work
2358,"sales are down, no $$$ :(","продажи упали, нет $$$ :(",Work,1,0,work
5628,"Jenna fell in love, and had her heart broken, so we're all trying to deal with that.","Дженна влюбилась, и ее сердце было разбито, поэтому мы все пытаемся с этим справиться.",Social Relationships,4,3,friends
3294,"It's a real pain when you're trying to rest or sleep, and it's quite disconcerting, they just won't hold still!","Это настоящая боль, когда ты пытаешься отдохнуть или заснуть, и это очень сбивает с толку, они просто не могут стоять на месте!","Health, Fatigue, or Physical Pain",3,2,health
4803,I'm finding I'm having a lot of trouble carrying that over into my current routine.,"Я обнаружил, что у меня большие проблемы с переносом этого в мою текущую рутину.",Everyday Decision Making,6,5,unknown
1405,it was spending to much time on computer and telephone.,он проводил слишком много времени за компьютером и телефоном.,Other,6,5,unknown
3172,"I don't handle stress very well, I think.","Думаю, я не очень хорошо справляюсь со стрессом.",Emotional Turmoil,6,5,unknown
2205,not hearing from ace,ничего не слышу от Эйса,Social Relationships,4,3,friends
2964,when i had to finish my annual report last week.,когда мне нужно было закончить свой годовой отчет на прошлой неделе.,Work,1,0,work
1051,i having a major problem at work with a co-worker who bully me often.,"У меня серьезная проблема на работе с коллегой, который часто меня издевается.",Work,1,0,work
1265,I'm just so stressed out with work I'm not getting along with my coworkers.,"Я настолько перегружен работой, что не лажу с коллегами.",Work,1,0,work
6195,idk i hate to say anything because his moms always on his case about it and it really gets him down.,"Не знаю, мне неприятно что-либо говорить, потому что его мамы постоянно его обсуждают, и это его очень расстраивает.",Family Issues,2,1,family
3615,i've been sick all week.,я болел всю неделю.,"Health, Fatigue, or Physical Pain",3,2,health
6513,i need to apply to school.,мне нужно подать заявление в школу.,School,1,0,work
3056,work is driving me nuts. just a lot of last minute stuff,"работа сводит меня с ума. просто много вещей, сделанных в последнюю минуту",Work,1,0,work
5121,I'm really nervous about how he's going to do in school.,"Я очень нервничаю по поводу того, как он будет учиться в школе.",School,1,0,work
1508,i've been super stressed out at work lately.,в последнее время я был очень напряжен на работе.,Work,1,0,work
759,i feel like i don't have enough money saved up for emergencies.,"Я чувствую, что у меня недостаточно денег, накопленных на случай чрезвычайных ситуаций.",Financial Problem,5,4,finance
3577,I feel weak and tired.,Я чувствую слабость и усталость.,"Health, Fatigue, or Physical Pain",3,2,health
1640,"life, bills and work is a major part.","жизнь, счета и работа - главная часть.",Financial Problem,5,4,finance
112,Being stuck at home with two other people and having no privacy.,Застрять дома с двумя другими людьми и не иметь возможности уединиться.,Social Relationships,4,3,friends
863,i have been extremley stressed out about the new posistion i took at work.,"Я был очень расстроен из-за новой должности, которую занял на работе.",Work,1,0,work
620,I am stressed due to the fact my job had to make pay cuts,"Я в стрессе из-за того, что на моей работе пришлось сократить зарплату",Work,1,0,work
3945,I feel stressed. I am looking into jobs for after I graduate.,Я чувствую стресс. Ищу работу после окончания учебы.,Work,1,0,work
4777,"I got a package from mommy and my evening is rounding out nicely, but I haven't seen Andy all day and I think he's still not talking to me.","Я получила посылку от мамы, и мой вечер завершается хорошо, но я не видела Энди весь день и думаю, что он все еще со мной не разговаривает.",Social Relationships,4,3,friends
5828,"Iran, having nukes, scares the bejesus out of me.","Иран, обладающий ядерным оружием, пугает меня до чертиков.",Other,6,5,unknown
2391,school shootings,стрельба в школе,School,1,0,work
4362,Well its been awhile so ill update ya on things that have been going on -work sucks right now.,"Ну, прошло какое-то время, так что я хочу сообщить вам о том, что происходит - работа сейчас отстой.",Work,1,0,work
1788,my building i was living in burned down...,"мой дом, в котором я жил, сгорел...",Other,6,5,unknown
6410,"i'm frustrated, and everyday it seems like there's more stuff added to the long list of things that make my job more difficult.","Я расстроен, и каждый день мне кажется, что к длинному списку вещей, которые усложняют мою работу, добавляется все больше вещей.",Work,1,0,work
4316,the following are the things that i'm currently stressed about: a) screwing up this week's vacation.,Вот что меня сейчас беспокоит: а) испорчен отпуск на этой неделе.,Other,6,5,unknown
3451,"On a bad day I assume it's brought on by frustration, depression, angst and a sense of futility.","Я предполагаю, что плохой день вызван разочарованием, депрессией, тревогой и чувством тщетности.",Emotional Turmoil,6,5,unknown
2650,the postdoc in my lab is creepy,Постдок в моей лаборатории жуткий,Social Relationships,4,3,friends
263,Everything about this virus is stressing me out.,"Все, что связано с этим вирусом, меня напрягает.","Health, Fatigue, or Physical Pain",3,2,health
3018,work has been so busy and i have so many deadlines!,"работа была настолько загружена, и у меня так много сроков!",Work,1,0,work
6816,Your parents don't understand you.,Твои родители тебя не понимают.,Family Issues,2,1,family
4185,Just gonna be some long days of classes i'm not used to.,"Просто будут долгие дни занятий, к которым я не привык.",School,1,0,work
3032,work has been stressing me out lately. i just don't know how to deal with the situation.,"работа в последнее время меня напрягает. я просто не знаю, как справиться с ситуацией.",Work,1,0,work
94,"being in a shelter in place order, which is driving me insane not being able to go out","нахождение в приюте с соблюдением порядка, который сводит меня с ума, невозможность выйти на улицу",Everyday Decision Making,6,5,unknown
15,a lot of work is piling up,работы накопилось много,Work,1,0,work
190,Covid 19,COVID-19,"Health, Fatigue, or Physical Pain",3,2,health
4013,i was frustrated about passing out a lot.,"я был расстроен из-за того, что много терял сознание.","Health, Fatigue, or Physical Pain",3,2,health
5913,Missy we so have to talk soon i really need to call you.~Manda,"Мисси, нам скоро нужно поговорить, мне правда нужно тебе позвонить.~Манда",Other,6,5,unknown
5170,The fact that graduation is a week from today makes it very difficult to study for finals and write my last two papers...,"Тот факт, что выпускной состоится через неделю, очень затрудняет подготовку к выпускным экзаменам и написание двух последних работ...",School,1,0,work
390,Having to be away from my family and friends due to the Corona Virus,Мне пришлось быть вдали от семьи и друзей из-за вируса короны.,Family Issues,2,1,family
5825,This crackwhores husband is STILL bitching about the cigarette roller.,Муж этой наркоторговцы ВСЕ ЕЩЕ жалуется из-за сигаретного ролика.,Social Relationships,4,3,friends
4632,I mean talk about feeling like shit everyday !,"Я имею в виду разговор о том, что каждый день чувствую себя дерьмом!","Health, Fatigue, or Physical Pain",3,2,health
5613,"Even if I know that I'm not going to die, I still freak out, and I can't calm myself down.","Даже если я знаю, что не умру, я все равно волнуюсь и не могу себя успокоить.",Emotional Turmoil,6,5,unknown
4128,It was stressful UP TO THE LAST MINUTE (with getting it printed and whatnot). .,Это был стресс ДО ПОСЛЕДНЕЙ МИНУТЫ (из-за печати и прочего). .,Other,6,5,unknown
682,I am worried about pandamic,меня беспокоит пандемия,"Health, Fatigue, or Physical Pain",3,2,health
539,i am having a difficult day today with my mother in law who suffers from dementia.,"У меня сегодня трудный день с моей свекровью, которая страдает слабоумием.",Family Issues,2,1,family
2969,whether or not i am going to be paid,буду ли мне платить или нет,Financial Problem,5,4,finance
6803,my mom is just really pissing me off.,моя мама просто меня очень бесит.,Family Issues,2,1,family
5596,"I have a HUGE Whelmed conflict, but I am trying to work it out.","У меня ОГРОМНЫЙ конфликт, но я пытаюсь его разрешить.",Other,6,5,unknown
5136,geimans class took a test and i missed 1 haha i must have messed up when i did the copying of the answers.,"Класс Геймана прошел тест, и я пропустил 1 хаха, я, должно быть, напортачил, когда копировал ответы.",School,1,0,work
5880,I've had too much heartbreak.,У меня было слишком много горя.,Emotional Turmoil,6,5,unknown
2486,The amount of shifts I have to cover at work due to people calling out.,"Количество смен, которые мне приходится отработать на работе из-за звонков людей.",Work,1,0,work
4824,I'm finding being back at school quite hard.,Мне очень тяжело возвращаться в школу.,School,1,0,work
1291,I'm really stressed out by everything going on with COVID-19.,"Меня очень напрягает все, что происходит с COVID-19.",Other,6,5,unknown
948,i have been stressing out about having to substitute teach,я переживал из-за необходимости заменить преподавание,Work,1,0,work
5496,"Vacations always seem to screw me up, and I think they do her too.","Мне кажется, что каникулы всегда портят мне настроение, и мне кажется, что и ей тоже.",Other,6,5,unknown
2121,my wash machine broke. another one is $499.,моя стиральная машина сломалась. еще один стоит 499 долларов.,Financial Problem,5,4,finance
5743,I never talk about the present and I feel detached from my character.,Я никогда не говорю о настоящем и чувствую себя оторванным от своего персонажа.,Emotional Turmoil,6,5,unknown
2858,trying to get this work from home thing going and not going as quickly. .,"пытаюсь выполнить эту работу из дома, но не так быстро. .",Work,1,0,work
71,"balancing work, life, & budget","баланс между работой, жизнью и бюджетом",Work,1,0,work
6774,"I'm finding it very, very difficult to stay late at work and earn some much needed money.","Мне очень, очень трудно задерживаться на работе допоздна и заработать столь необходимые деньги.",Work,1,0,work
2544,The coronavirus situation as it relates to my health and finances,Ситуация с коронавирусом в отношении моего здоровья и финансов,"Health, Fatigue, or Physical Pain",3,2,health
2242,"oh man, im okay just been dealinth with some things going on","ох чувак, я в порядке, просто разбираюсь в кое-каких вещах, происходящих",Other,6,5,unknown
3108,Working from home has been driving me crazy.,Работа на дому сводила меня с ума.,Work,1,0,work
3962,I have been having some $$$ issues as of late and it has just been really stressful.,"В последнее время у меня возникли некоторые проблемы, и это было очень стрессово.",Financial Problem,5,4,finance
6041,"Unfortunately, I have no money.","К сожалению, у меня нет денег.",Financial Problem,5,4,finance
1012,i have recently been stressed out about upcoming deadlines for projects at work.,Недавно меня беспокоили приближающиеся сроки выполнения проектов на работе.,Work,1,0,work
2907,we have been really short-staffed at work recently.,в последнее время у нас на работе действительно не хватает персонала.,Work,1,0,work
3796,Fighting with my racist family,Борьба с моей расистской семьей,Emotional Turmoil,6,5,unknown
794,i had a really hard day at work,у меня был очень тяжелый день на работе,Work,1,0,work
4109,I'm very bored... and I'm already getting anxious about my new job.,Мне очень скучно... и я уже начинаю беспокоиться о своей новой работе.,Work,1,0,work
5277,weve been spending so much time together that it must be suffocating. and its not fair for me to pin all my life problems on him.,"мы проводим так много времени вместе, что это, должно быть, удушает. и с моей стороны несправедливо сваливать на него все свои жизненные проблемы.",Social Relationships,4,3,friends
1786,My brother has been missing for a few weeks now. And I don't know what to do.,"Мой брат пропал уже несколько недель. И я не знаю, что делать.",Family Issues,2,1,family
6241,Going over to Eliza's house and getting sick there since Eliza and her mom were both sick 3.,"Прийти в дом Элизы и заболеть там, так как Элиза и ее мама оба заболели 3.","Health, Fatigue, or Physical Pain",3,2,health
2578,the crazy people i have to deal with everyday,"сумасшедшие люди, с которыми мне приходится иметь дело каждый день",Social Relationships,4,3,friends
6568,I spend my time complaining about how friends are unreliable and shitty.,"Я провожу время, жалуясь на то, какие друзья ненадежные и дерьмовые.",Social Relationships,4,3,friends
2374,school has been rough,школа была жесткой,School,1,0,work
4819,"It's annoying because mostly it hits in the middle of the workday, where I can't do a whole fuck of a lot with it. I need to find focus.","Это раздражает, потому что чаще всего это случается в середине рабочего дня, когда я не могу ничего с этим сделать. Мне нужно найти фокус.",Work,1,0,work
3158,My stomach hurts and I have a headache.,У меня болит живот и болит голова.,"Health, Fatigue, or Physical Pain",3,2,health
777,i get paid slave wages on mturk and am being evicted.,мне платят рабскую зарплату на Мтурке и меня выселяют.,Financial Problem,5,4,finance
3582,"She was in the hospital for about a month, was home for 3 weeks or so, and is back in the hospital for more treatment.","Она находилась в больнице около месяца, была дома около 3 недель и вернулась в больницу для дальнейшего лечения.","Health, Fatigue, or Physical Pain",3,2,health
3140,Worrying about the future due to the COVID-19 virus.,Беспокойство о будущем из-за вируса COVID-19.,Emotional Turmoil,6,5,unknown
727,i do not know what to eat,"я не знаю, что есть",Everyday Decision Making,6,5,unknown
2363,School and graduating on time,Школа и окончание вовремя,School,1,0,work
3146,yesterday i had a stressful situation at my work place.,вчера у меня на работе случилась стрессовая ситуация.,Work,1,0,work
4334,"Things have been getting so hectic lately, i have to give up a role.","В последнее время дела стали настолько беспокойными, что мне пришлось отказаться от роли.",Everyday Decision Making,6,5,unknown
3991,"i need like, a rehab for it or something because i cant carry on my days like this.","мне нужна реабилитация или что-то в этом роде, потому что я не могу продолжать так жить.","Health, Fatigue, or Physical Pain",3,2,health
3461,"Ok. I am officially frustrated with being here, and sick and tired of doctors not listening to me and not even communicating with each other.","Хорошо. Я официально разочарован тем, что нахожусь здесь, и устал от того, что врачи меня не слушают и даже не общаются друг с другом.","Health, Fatigue, or Physical Pain",3,2,health
596,I am so worried about getting work done at work and I have all this other stuff that is.,"Я так беспокоюсь о том, чтобы закончить работу на работе, и у меня есть все остальные дела.",Work,1,0,work
53,all this schoolwork i've had lately.,"все эти школьные задания, которые у меня были в последнее время.",School,1,0,work
4683,i've been thinking about it a lot lately. just picking up and leaving next year for college. away.,я много думал об этом в последнее время. просто собираю и уезжаю в следующем году в колледж. прочь.,School,1,0,work
6335,"I hate when couples at our age, fight over the stupidiest reasons.","Ненавижу, когда пары в нашем возрасте ссорятся по самым глупым причинам.",Social Relationships,4,3,friends
1479,I've been stressed about the coronavirus.,У меня был стресс из-за коронавируса.,"Health, Fatigue, or Physical Pain",3,2,health
5060,This week in particular is going to be crazy with the school work.,Эта неделя будет особенно сумасшедшей из-за школьной работы.,School,1,0,work
96,Being laid off from work,Увольняют с работы,Work,1,0,work
1084,i lost my job and am low on money it sucks :(,"я потерял работу и у меня мало денег, это отстой :(",Work,1,0,work
3459,but my throat hurts and i have a headache and my tummy is sad. but,"но у меня болит горло, болит голова и живот грустит. но","Health, Fatigue, or Physical Pain",3,2,health
1845,my daughter's upcoming birthday party that i have to plan for.,"предстоящая вечеринка по случаю дня рождения моей дочери, которую мне нужно спланировать.",Other,6,5,unknown
2879,ugh life has been stressful lately,"ух, в последнее время жизнь была напряженной",Other,6,5,unknown
1876,my financial situation has been stressful. i'm working on keeping myself accountable,"мое финансовое положение было напряженным. я работаю над тем, чтобы нести ответственность",Financial Problem,5,4,finance
3002,work has been giving me a pain in teh neck with this upcoming intl night performance,у меня от работы болела шея из-за предстоящего международного ночного выступления,Work,1,0,work
4829,"i haven't even finished the one summer reading book, which report's due five days after school starts.","я даже не дочитала одну книгу для летнего чтения, отчет по которой нужно сдать через пять дней после начала школы.",School,1,0,work
671,i am worried about finances.,я беспокоюсь о финансах.,Financial Problem,5,4,finance
657,i am undermined by my seniors,меня подрывают старшие,Social Relationships,4,3,friends
2947,We're on lockdown and my husband is overbearing.,"Мы на карантине, и мой муж властный.",Social Relationships,4,3,friends
6368,now between school and work and childcare and everything else there isnt any time left for us.,"теперь между школой, работой, уходом за детьми и всем остальным у нас не осталось времени.",Family Issues,2,1,family
2059,my roommate and my budget,мой сосед по комнате и мой бюджет,Other,6,5,unknown
5395,WEll my boyfriend who was leaving to go to Afghainstain is now there and he's not only my boyfriend he's now my husband.,"НУ, мой парень, который уезжал в Афганистан, теперь там, и он не только мой парень, но и мой муж.",Family Issues,2,1,family
3186,I feel like a bad person XD And I am sore and tired and I have a headache,"Я чувствую себя плохим человеком XD И мне больно, я устал и у меня болит голова","Health, Fatigue, or Physical Pain",3,2,health
4521,"I already knew I had a hard time making good food choices when I'm lonely or depressed, like skipping meals or eating too much at one meal.","Я уже знал, что мне трудно делать правильный выбор еды, когда я одинок или в депрессии, например, пропускаю приемы пищи или съедаю слишком много за один прием пищи.",Emotional Turmoil,6,5,unknown
3273,i'm so tired of being sick.,я так устал болеть.,"Health, Fatigue, or Physical Pain",3,2,health
6153,"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.","Моя проблема в том, что у меня очень любопытная семья, особенно мать, которая не знает, когда пора выходить.",Family Issues,2,1,family
60,anxious customer,тревожный клиент,Work,1,0,work
1388,interviewing for a promotion at work,собеседование для повышения на работе,Work,1,0,work
5737,"I feel like I hurt so much, my mind hurts, my emotions hurt.","Я чувствую, что мне так больно, у меня болит разум, мои эмоции болят.",Emotional Turmoil,6,5,unknown
3933,I feel a bit bad as i ahve been putting off catching up with her for a while.,"Я чувствую себя немного плохо, так как какое-то время откладывал встречу с ней.",Social Relationships,4,3,friends
6642,on top of it all im at work having to deal with bratty kids.,"вдобавок ко всему, я на работе и имею дело с непослушными детьми.",Work,1,0,work
324,From the coronavirus laid off from my serving job has created so much financial stress,Из-за коронавируса увольнение с моей обслуживающей работы создало такой большой финансовый стресс.,Work,1,0,work
1660,lots of homework and work,много домашней работы и работы,School,1,0,work
3015,"work has been rough, my coworkers are not doing all of their job.","работа была тяжелой, мои коллеги не выполняют всю свою работу.",Work,1,0,work
347,getting to my college classes this weekend,собираюсь на занятия в колледже на этих выходных,School,1,0,work
6552,i'm supposed to be writing an SRA and then this weekend THE FIRST OF THE MASSIVE TERM PAPERS!,"я должен был написать SRA, а затем на этих выходных ПЕРВАЯ ИЗ МАССОВЫХ КУРСОВЫХ РУКОВОДСТВ!",School,1,0,work
2252,"oh, you know, life crap. nothing new, always something stressing me out.","ох, знаешь, жизнь - дерьмо. ничего нового, всегда что-то напрягает.",Other,6,5,unknown
4912,I couldn't get up for classes.,Я не мог встать на занятия.,School,1,0,work
6389,Im getting to the point where Im constantly stressed out about it.,"Я дошел до того, что постоянно переживаю по этому поводу.",Other,6,5,unknown
2111,My team at work lately has been doing whatever they want to do,"Моя команда на работе в последнее время делает все, что хочет.",Work,1,0,work
2256,omg i am stressing! work is i cant get cought up on my work!!,"омг я напрягаюсь! работа - это то, что меня не могут поймать на работе!!",Work,1,0,work
631,i am stressed trying to find a side dish to make for thanksgiving.,"Я в стрессе, пытаясь найти гарнир, который можно приготовить на День Благодарения.",Everyday Decision Making,6,5,unknown
4263,"Okay, I've been wrestling with myself about whether or not to start posting this, as it's another work in progress.","Хорошо, я боролся сам с собой, стоит ли начинать публиковать это, поскольку это еще одна работа в стадии разработки.",Everyday Decision Making,6,5,unknown
163,"college has been really stressing me out lately, thanks for asking.","колледж в последнее время меня очень напрягает, спасибо, что спросили.",School,1,0,work
2046,my relationship is a problem.,мои отношения - это проблема.,Social Relationships,4,3,friends
4968,I'm stressed out with school.,У меня стресс из-за школы.,School,1,0,work
616,i am stressed about whether i should apply for a job or not,"меня беспокоит вопрос, стоит ли мне подавать заявление на работу или нет",Work,1,0,work
5194,tensions so high in this house right now me vs my parents suddenly they think I've become some sort of addict.,"напряжение в этом доме сейчас настолько велико, я и мои родители, вдруг они думают, что я стал своего рода наркоманом.",Family Issues,2,1,family
299,finances have been stressing me out again,финансы снова меня напрягают,Financial Problem,5,4,finance
5306,that scares me. because i dont want to jump into a relationship that i cant feel comfortable in.,"это меня пугает. потому что я не хочу вступать в отношения, в которых не могу чувствовать себя комфортно.",Social Relationships,4,3,friends
1279,i'm not sleeping well,я плохо сплю,"Health, Fatigue, or Physical Pain",3,2,health
1896,my girlfriend just broke up with me,моя девушка только что рассталась со мной,Social Relationships,4,3,friends
5543,i've been so moody and negative about life lately..its really starting to depress me.,в последнее время я был таким угрюмым и негативно относился к жизни... это действительно начинает меня угнетать.,Emotional Turmoil,6,5,unknown
3377,"Alrighty, so I'm a hypochondriac and I've recently been very very scared for my health.","Хорошо, я ипохондрик и в последнее время очень-очень боюсь за свое здоровье.","Health, Fatigue, or Physical Pain",3,2,health
976,i have exams next week but i have not studied enough.,"на следующей неделе у меня экзамены, но я недостаточно выучился.",School,1,0,work
4991,I do not think I can go to school today.,"Я не думаю, что смогу пойти в школу сегодня.",School,1,0,work
543,i am having issues at work.,у меня проблемы на работе.,Work,1,0,work
6257,"my family never helps, no, they make things worse.","моя семья никогда не помогает, нет, они только ухудшают ситуацию.",Family Issues,2,1,family
763,I feel like my Manager is unfair,"Я чувствую, что мой менеджер несправедлив",Work,1,0,work
2944,"went to grocery for tgiving meal, and totally forgot turkey","пошел в продуктовый магазин, чтобы пообедать, и совершенно забыл об индейке",Other,6,5,unknown
5185,each day in school is more miserable than the last and i'm more behind on my work.,"каждый день в школе становится еще более несчастным, чем предыдущий, и я все больше отстаю от работы.",School,1,0,work
5850,I am in need of therapy.,Мне нужна терапия.,Emotional Turmoil,6,5,unknown
4204,Let's just say that the director and I are struggling to work together.,"Скажем так, нам с режиссером сложно работать вместе.",Work,1,0,work
1859,my dumbass bf has not been helping me with bills or anything,мой тупой парень не помогает мне со счетами или чем-то еще,Social Relationships,4,3,friends
6839,i'm worried about my parents. my mom's under a lot of stress and,я волнуюсь за своих родителей. моя мама находится в сильном стрессе и,Family Issues,2,1,family
5077,"I am really tired, I didn't sleep well last night to do random fretting about moving.","Я очень устал, я плохо спал прошлой ночью, потому что беспокоился о переезде.","Health, Fatigue, or Physical Pain",3,2,health
6523,im so stressed out with school.,у меня такой стресс из-за школы.,School,1,0,work
6327,my parents make my life very complicated sometimes.,мои родители иногда очень усложняют мою жизнь.,Family Issues,2,1,family
2681,the stupid problems at work. a lot going on. it's so fast paced. i'm not sure i'll make,"глупые проблемы на работе. много чего происходит. это так быстро. я не уверен, что сделаю",Work,1,0,work
5505,that I'm upset because of my friend situation.,что я расстроен из-за ситуации с моим другом.,Social Relationships,4,3,friends
3673,Since then he has had a major infection in his hand and been unable to work.,"С тех пор у него была серьезная инфекция в руке, и он не мог работать.","Health, Fatigue, or Physical Pain",3,2,health
3757,I cant stand not having work to do,Я терпеть не могу отсутствие работы,Work,1,0,work
5405,I feel so stressed cause all this crud is going on with my friends and I don't know how to be there for them.,"Я чувствую такой стресс, потому что вся эта ерунда происходит с моими друзьями, и я не знаю, как быть рядом с ними.",Social Relationships,4,3,friends
